observation_id,endemic,binomial_name,code,image_path,class_id,subset,label_idx,MIVS
88384327,False,Malayopython reticulatus,ID,2003/Malayopython_reticulatus/145820140.jpg,1004,train,57,0
18402725,False,Dendrelaphis pictus,KH,2003/Dendrelaphis_pictus/28128232.jpg,499,train,29,0
18402725,False,Dendrelaphis pictus,KH,2003/Dendrelaphis_pictus/28128265.jpg,499,train,29,0
18443356,False,Cylindrophis jodiae,KH,2003/Cylindrophis_jodiae/28196368.jpg,457,train,25,0
18443357,True,Fowlea piscator,KH,2003/Fowlea_piscator/28196373.jpg,711,train,39,0
18443358,True,Fowlea piscator,KH,2003/Fowlea_piscator/28196375.jpg,711,train,39,0
4956391,False,Malayopython reticulatus,TL,2003/Malayopython_reticulatus/6045696.jpeg,1004,train,57,0
97278166,False,Hydrophis curtus,TH,2004/Hydrophis_curtus/161739272.jpeg,814,train,44,0
4897338,False,Hydrophis platurus,NI,2004/Hydrophis_platurus/5957766.jpg,822,train,46,0
32249934,False,Python bivittatus,TH,2004/Python_bivittatus/50565612.jpg,1418,train,86,0
97693,False,Dendrelaphis pictus,LA,2004/Dendrelaphis_pictus/141852.jpg,499,train,29,0
92354,False,Ahaetulla prasina,LA,2004/Ahaetulla_prasina/134562.jpg,47,train,3,0
57902,False,Laticauda colubrina,MY,2004/Laticauda_colubrina/90228.jpg,887,train,49,0
69149419,False,Ovophis monticola,NP,2004/Ovophis_monticola/112138638.jpeg,1202,train,71,0
69149419,False,Ovophis monticola,NP,2004/Ovophis_monticola/112138650.jpeg,1202,train,71,0
69149419,False,Ovophis monticola,NP,2004/Ovophis_monticola/112138652.jpeg,1202,train,71,0
69149424,False,Sibynophis collaris,NP,2004/Sibynophis_collaris/112138965.jpeg,1507,train,93,0
69149424,False,Sibynophis collaris,NP,2004/Sibynophis_collaris/112138981.jpeg,1507,train,93,0
69149424,False,Sibynophis collaris,NP,2004/Sibynophis_collaris/112138983.jpeg,1507,train,93,0
69149424,False,Sibynophis collaris,NP,2004/Sibynophis_collaris/112138995.jpeg,1507,train,93,0
69149424,False,Sibynophis collaris,NP,2004/Sibynophis_collaris/112138997.jpeg,1507,train,93,0
101186032,False,Lycodon futsingensis,HK,2004/Lycodon_futsingensis/168955825.jpeg,957,train,53,0
102301895,False,Malayopython reticulatus,MY,2004/Malayopython_reticulatus/170979087.jpg,1004,train,57,0
122015,False,Boiga drapiezii,MY,2004/Boiga_drapiezii/174100.JPG,185,train,7,0
35483289,False,Laticauda colubrina,MY,2004/Laticauda_colubrina/55954073.jpeg,887,train,49,0
5202467,False,Acrochordus granulatus,ID,2005/Acrochordus_granulatus/6422229.jpeg,14,train,1,0
5202467,False,Acrochordus granulatus,ID,2005/Acrochordus_granulatus/6422231.jpeg,14,train,1,0
5202467,False,Acrochordus granulatus,ID,2005/Acrochordus_granulatus/6422232.jpeg,14,train,1,0
27902670,False,Trimeresurus vogeli,VN,2005/Trimeresurus_vogeli/43458538.jpg,1688,train,103,1
81626554,False,Dendrelaphis pictus,MY,2005/Dendrelaphis_pictus/133892675.jpg,499,train,29,0
93449611,True,Oreocryptophis porphyraceus,TH,2005/Oreocryptophis_porphyraceus/154865964.jpg,1198,train,69,0
69154624,False,Rhabdophis nigrocinctus,CN,2005/Rhabdophis_nigrocinctus/112149011.jpeg,1446,train,89,0
69154624,False,Rhabdophis nigrocinctus,CN,2005/Rhabdophis_nigrocinctus/112149015.jpeg,1446,train,89,0
69156330,False,Trimeresurus guoi,VN,2005/Trimeresurus_guoi/112154037.jpeg,1669,train,99,1
69156330,False,Trimeresurus guoi,VN,2005/Trimeresurus_guoi/112154016.jpeg,1669,train,99,1
69156330,False,Trimeresurus guoi,VN,2005/Trimeresurus_guoi/112154025.jpeg,1669,train,99,1
69156330,False,Trimeresurus guoi,VN,2005/Trimeresurus_guoi/112154078.jpeg,1669,train,99,1
5067502,False,Cerberus schneiderii,TL,2005/Cerberus_schneiderii/6217715.jpeg,306,train,21,0
5067502,False,Cerberus schneiderii,TL,2005/Cerberus_schneiderii/6217718.jpeg,306,train,21,0
5067502,False,Cerberus schneiderii,TL,2005/Cerberus_schneiderii/6217720.jpeg,306,train,21,0
61193517,True,Elaphe taeniura,CN,2005/Elaphe_taeniura/97896253.jpeg,622,train,33,0
61193517,True,Elaphe taeniura,CN,2005/Elaphe_taeniura/97896249.jpeg,622,train,33,0
61193517,True,Elaphe taeniura,CN,2005/Elaphe_taeniura/97896259.jpeg,622,train,33,0
61193517,True,Elaphe taeniura,CN,2005/Elaphe_taeniura/97896265.jpeg,622,train,33,0
39069413,False,Indotyphlops braminus,MY,2005/Indotyphlops_braminus/61992695.jpg,849,train,48,0
1840178,False,Lycodon capucinus,PH,2005/Lycodon_capucinus/2235892.jpg,951,train,50,0
1840178,False,Lycodon capucinus,PH,2005/Lycodon_capucinus/2235893.jpg,951,train,50,0
1840178,False,Lycodon capucinus,PH,2005/Lycodon_capucinus/2235894.jpg,951,train,50,0
1840178,False,Lycodon capucinus,PH,2005/Lycodon_capucinus/2236067.jpg,951,train,50,0
64671458,False,Ptyas korros,KH,2006/Ptyas_korros/104005123.jpg,1412,train,83,0
95967908,False,Lycodon laoensis,TH,2006/Lycodon_laoensis/159378730.jpeg,959,train,54,0
95967908,False,Lycodon laoensis,TH,2006/Lycodon_laoensis/159377983.jpeg,959,train,54,0
99390256,False,Boiga dendrophila,MY,2006/Boiga_dendrophila/165667344.jpeg,184,train,6,0
32250502,False,Dendrelaphis ngansonensis,TH,2006/Dendrelaphis_ngansonensis/50566466.jpeg,496,train,28,0
96482079,False,Gonyosoma oxycephalum,TH,2006/Gonyosoma_oxycephalum/160292940.jpeg,750,train,40,0
96482084,False,Trimeresurus cardamomensis,TH,2006/Trimeresurus_cardamomensis/160293172.jpeg,1664,train,97,0
98181003,False,Tropidolaemus wagleri,ID,2006/Tropidolaemus_wagleri/163416996.jpg,1714,train,106,1
98181003,False,Tropidolaemus wagleri,ID,2006/Tropidolaemus_wagleri/163417002.jpg,1714,train,106,1
98181003,False,Tropidolaemus wagleri,ID,2006/Tropidolaemus_wagleri/163417010.jpg,1714,train,106,1
12583045,False,Ptyas mucosa,TH,2006/Ptyas_mucosa/18184682.jpg,1414,train,85,0
81821688,True,Rhabdophis tigrinus,JP,2006/Rhabdophis_tigrinus/134230661.jpeg,1452,train,91,1
16676311,True,Rhabdophis tigrinus,TW,2006/Rhabdophis_tigrinus/25148702.jpeg,1452,train,91,1
9118229,False,Coelognathus radiatus,HK,2006/Coelognathus_radiatus/12320600.jpg,356,train,24,0
6464916,False,Laticauda colubrina,VU,2006/Laticauda_colubrina/8173682.jpeg,887,train,49,0
37850138,False,Amphiesma stolatum,PK,2006/Amphiesma_stolatum/60084049.jpeg,66,train,4,0
94573554,False,Pseudoxenodon macrops,TH,2006/Pseudoxenodon_macrops/156896725.jpeg,1402,train,80,0
18093177,False,Trimeresurus cardamomensis,TH,2006/Trimeresurus_cardamomensis/27662336.jpg,1664,train,97,0
5202424,False,Malayopython reticulatus,TL,2006/Malayopython_reticulatus/6422144.jpeg,1004,train,57,0
57926401,False,Cylindrophis jodiae,TH,2006/Cylindrophis_jodiae/92440107.jpeg,457,train,25,0
1842996,False,Hydrophis platurus,CR,2006/Hydrophis_platurus/2239847.jpg,822,train,46,0
1842996,False,Hydrophis platurus,CR,2006/Hydrophis_platurus/2239848.jpg,822,train,46,0
1842996,False,Hydrophis platurus,CR,2006/Hydrophis_platurus/2239805.jpg,822,train,46,0
1842996,False,Hydrophis platurus,CR,2006/Hydrophis_platurus/2239800.jpg,822,train,46,0
1842996,False,Hydrophis platurus,CR,2006/Hydrophis_platurus/2239794.jpg,822,train,46,0
42369453,False,Hydrophis platurus,CR,2006/Hydrophis_platurus/67270529.jpg,822,train,46,0
12570107,False,Oligodon taeniatus,TH,2006/Oligodon_taeniatus/18163081.jpg,1182,train,65,0
12570107,False,Oligodon taeniatus,TH,2006/Oligodon_taeniatus/18220273.jpg,1182,train,65,0
64669609,False,Rhabdophis nigrocinctus,TH,2006/Rhabdophis_nigrocinctus/104001938.jpeg,1446,train,89,0
64670213,False,Trimeresurus vogeli,TH,2006/Trimeresurus_vogeli/104002998.jpg,1688,train,103,1
64670213,False,Trimeresurus vogeli,TH,2006/Trimeresurus_vogeli/104003091.jpeg,1688,train,103,1
10142525,False,Dendrelaphis pictus,TH,2006/Dendrelaphis_pictus/13992470.jpg,499,train,29,0
58316151,True,Psammodynastes pulverulentus,TH,2006/Psammodynastes_pulverulentus/93093407.jpeg,1334,train,79,0
58316151,True,Psammodynastes pulverulentus,TH,2006/Psammodynastes_pulverulentus/93093413.jpeg,1334,train,79,0
65794334,False,Laticauda colubrina,TH,2006/Laticauda_colubrina/105958138.jpeg,887,train,49,0
95973482,False,Ptyas korros,TH,2007/Ptyas_korros/159389680.jpeg,1412,train,83,0
503966,False,Hydrophis platurus,MX,2007/Hydrophis_platurus/641466.JPG,822,train,46,0
503966,False,Hydrophis platurus,MX,2007/Hydrophis_platurus/641467.JPG,822,train,46,0
117990,False,Hydrophis schistosus,LK,2007/Hydrophis_schistosus/168539.JPG,823,train,47,0
72875028,False,Laticauda colubrina,ID,2007/Laticauda_colubrina/118900299.jpeg,887,train,49,0
66078381,False,Pseudoxenodon macrops,BT,2007/Pseudoxenodon_macrops/106448721.jpg,1402,train,80,0
9855204,True,Rhabdophis tigrinus,unknown,2007/Rhabdophis_tigrinus/13498657.jpg,1452,train,91,1
16128386,True,Pareas formosensis,TW,2007/Pareas_formosensis/24170068.jpeg,1247,train,75,0
57812546,False,Dendrelaphis ngansonensis,TH,2007/Dendrelaphis_ngansonensis/92248599.jpeg,496,train,28,0
57812546,False,Dendrelaphis ngansonensis,TH,2007/Dendrelaphis_ngansonensis/92248604.jpeg,496,train,28,0
57812559,False,Trimeresurus cardamomensis,TH,2007/Trimeresurus_cardamomensis/92248675.jpeg,1664,train,97,0
57812559,False,Trimeresurus cardamomensis,TH,2007/Trimeresurus_cardamomensis/92248680.jpeg,1664,train,97,0
57812559,False,Trimeresurus cardamomensis,TH,2007/Trimeresurus_cardamomensis/92248686.jpeg,1664,train,97,0
57812559,False,Trimeresurus cardamomensis,TH,2007/Trimeresurus_cardamomensis/92248694.jpeg,1664,train,97,0
57812559,False,Trimeresurus cardamomensis,TH,2007/Trimeresurus_cardamomensis/92248699.jpeg,1664,train,97,0
57812559,False,Trimeresurus cardamomensis,TH,2007/Trimeresurus_cardamomensis/92248710.jpeg,1664,train,97,0
57812559,False,Trimeresurus cardamomensis,TH,2007/Trimeresurus_cardamomensis/92248716.jpeg,1664,train,97,0
91297500,False,Calloselasma rhodostoma,TH,2007/Calloselasma_rhodostoma/150966381.jpg,285,train,20,1
91297500,False,Calloselasma rhodostoma,TH,2007/Calloselasma_rhodostoma/150966396.jpg,285,train,20,1
2483505,False,Lycodon rufozonatus,KR,2007/Lycodon_rufozonatus/2782958.jpg,965,train,55,0
58315481,False,Calliophis maculiceps,TH,2007/Calliophis_maculiceps/93092510.jpeg,281,train,19,0
93449609,False,Lycodon davisonii,TH,2007/Lycodon_davisonii/154865931.jpg,953,train,51,0
96903,False,Dendrelaphis pictus,LA,2007/Dendrelaphis_pictus/140904.jpg,499,train,29,0
96903,False,Dendrelaphis pictus,LA,2007/Dendrelaphis_pictus/140905.jpg,499,train,29,0
97685,False,Chrysopelea ornata,LA,2007/Chrysopelea_ornata/141839.jpg,345,train,22,0
65009701,False,Boiga dendrophila,MY,2007/Boiga_dendrophila/104599570.jpg,184,train,6,0
84633911,False,Boiga dendrophila,MY,2007/Boiga_dendrophila/139120028.jpg,184,train,6,0
56331215,False,Bungarus candidus,TH,2007/Bungarus_candidus/89761786.jpeg,257,train,12,1
56331215,False,Bungarus candidus,TH,2007/Bungarus_candidus/89761833.jpeg,257,train,12,1
56331215,False,Bungarus candidus,TH,2007/Bungarus_candidus/89761874.jpeg,257,train,12,1
56331215,False,Bungarus candidus,TH,2007/Bungarus_candidus/89761855.jpeg,257,train,12,1
58478268,False,Trimeresurus vogeli,TH,2007/Trimeresurus_vogeli/93363076.jpeg,1688,train,103,1
58478268,False,Trimeresurus vogeli,TH,2007/Trimeresurus_vogeli/93363081.jpeg,1688,train,103,1
18392892,False,Ovophis makazayazaya,TW,2007/Ovophis_makazayazaya/28112096.jpg,1201,train,70,0
94574044,False,Rhabdophis nigrocinctus,TH,2007/Rhabdophis_nigrocinctus/156899914.jpeg,1446,train,89,0
91935014,False,Amphiesma stolatum,TH,2007/Amphiesma_stolatum/152147021.jpeg,66,train,4,0
29622981,False,Pseudoxenodon macrops,IN,2007/Pseudoxenodon_macrops/46241029.jpg,1402,train,80,0
29622340,False,Pseudoxenodon macrops,IN,2007/Pseudoxenodon_macrops/46240180.jpg,1402,train,80,0
28028904,False,Calliophis intestinalis,MY,2007/Calliophis_intestinalis/43664128.jpg,280,train,18,1
91934684,False,Lycodon laoensis,TH,2007/Lycodon_laoensis/152146690.jpeg,959,train,54,0
49205144,False,Ptyas korros,MY,2007/Ptyas_korros/78105665.jpg,1412,train,83,0
102301976,False,Rhabdophis chrysargos,MY,2007/Rhabdophis_chrysargos/170979301.jpg,1438,train,87,0
91934690,False,Naja siamensis,TH,2007/Naja_siamensis/152146740.jpeg,1126,train,61,1
37010901,False,Laticauda colubrina,TH,2007/Laticauda_colubrina/58599476.jpeg,887,train,49,0
12716424,False,Chrysopelea ornata,TH,2007/Chrysopelea_ornata/18414686.jpg,345,train,22,0
12716424,False,Chrysopelea ornata,TH,2007/Chrysopelea_ornata/18414699.jpg,345,train,22,0
58494758,False,Lycodon laoensis,TH,2007/Lycodon_laoensis/93394386.jpeg,959,train,54,0
10032652,False,Indotyphlops braminus,KY,2007/Indotyphlops_braminus/13800380.jpeg,849,train,48,0
10032652,False,Indotyphlops braminus,KY,2007/Indotyphlops_braminus/15549599.jpeg,849,train,48,0
18252618,False,Naja kaouthia,TH,2007/Naja_kaouthia/27884007.jpg,1113,train,60,1
28511743,False,Ptyas korros,TW,2007/Ptyas_korros/44450999.jpeg,1412,train,83,0
28511743,False,Ptyas korros,TW,2007/Ptyas_korros/44451021.jpeg,1412,train,83,0
69757442,False,Lycodon capucinus,TH,2007/Lycodon_capucinus/113265303.jpg,951,train,50,0
69757442,False,Lycodon capucinus,TH,2007/Lycodon_capucinus/113265354.jpg,951,train,50,0
104810560,True,Psammodynastes pulverulentus,MY,2007/Psammodynastes_pulverulentus/175706501.jpg,1334,train,79,0
104810560,True,Psammodynastes pulverulentus,MY,2007/Psammodynastes_pulverulentus/175706504.jpg,1334,train,79,0
104810560,True,Psammodynastes pulverulentus,MY,2007/Psammodynastes_pulverulentus/175706508.jpg,1334,train,79,0
5153569,False,Boiga dendrophila,ID,2008/Boiga_dendrophila/6349592.jpeg,184,train,6,0
54654610,False,Oligodon taeniatus,TH,2008/Oligodon_taeniatus/98196304.jpeg,1182,train,65,0
54654610,False,Oligodon taeniatus,TH,2008/Oligodon_taeniatus/98196302.jpeg,1182,train,65,0
54654610,False,Oligodon taeniatus,TH,2008/Oligodon_taeniatus/98196297.jpeg,1182,train,65,0
54654610,False,Oligodon taeniatus,TH,2008/Oligodon_taeniatus/98196298.jpeg,1182,train,65,0
54654610,False,Oligodon taeniatus,TH,2008/Oligodon_taeniatus/98196296.jpeg,1182,train,65,0
54654610,False,Oligodon taeniatus,TH,2008/Oligodon_taeniatus/98196294.jpeg,1182,train,65,0
54654610,False,Oligodon taeniatus,TH,2008/Oligodon_taeniatus/98196293.jpeg,1182,train,65,0
54654610,False,Oligodon taeniatus,TH,2008/Oligodon_taeniatus/86976265.jpg,1182,train,65,0
60896302,False,Ptyas mucosa,LK,2008/Ptyas_mucosa/97396985.jpg,1414,train,85,0
60896302,False,Ptyas mucosa,LK,2008/Ptyas_mucosa/97397483.jpg,1414,train,85,0
66408281,True,Psammodynastes pulverulentus,TH,2008/Psammodynastes_pulverulentus/107050549.jpg,1334,train,79,0
104616274,False,Ptyas mucosa,LK,2008/Ptyas_mucosa/175334304.jpg,1414,train,85,0
93449638,True,Fowlea piscator,TH,2008/Fowlea_piscator/154866407.jpg,711,train,39,0
93449638,True,Fowlea piscator,TH,2008/Fowlea_piscator/154866386.jpg,711,train,39,0
15097491,True,Psammodynastes pulverulentus,PH,2008/Psammodynastes_pulverulentus/22550019.jpg,1334,train,79,0
15097491,True,Psammodynastes pulverulentus,PH,2008/Psammodynastes_pulverulentus/22550023.jpg,1334,train,79,0
38825651,False,Laticauda colubrina,TH,2008/Laticauda_colubrina/61763527.jpg,887,train,49,0
38825667,False,Laticauda colubrina,TH,2008/Laticauda_colubrina/61764262.jpg,887,train,49,0
8779159,True,Psammodynastes pulverulentus,PH,2008/Psammodynastes_pulverulentus/11783185.jpeg,1334,train,79,0
38533331,False,Indotyphlops braminus,MY,2008/Indotyphlops_braminus/61255668.jpg,849,train,48,0
105341829,False,Bungarus candidus,VN,2008/Bungarus_candidus/176729223.jpeg,257,train,12,1
35080125,False,Euprepiophis mandarinus,TW,2008/Euprepiophis_mandarinus/107242136.jpg,697,train,36,0
35080125,False,Euprepiophis mandarinus,TW,2008/Euprepiophis_mandarinus/107242197.jpg,697,train,36,0
35080125,False,Euprepiophis mandarinus,TW,2008/Euprepiophis_mandarinus/107242238.jpg,697,train,36,0
35080125,False,Euprepiophis mandarinus,TW,2008/Euprepiophis_mandarinus/107242265.jpg,697,train,36,0
96075,False,Calloselasma rhodostoma,LA,2008/Calloselasma_rhodostoma/139903.jpg,285,train,20,1
96076,False,Dendrelaphis subocularis,TH,2008/Dendrelaphis_subocularis/139904.jpg,504,train,30,0
97669,False,Ovophis monticola,LA,2008/Ovophis_monticola/141803.jpg,1202,train,71,0
97669,False,Ovophis monticola,LA,2008/Ovophis_monticola/141804.jpg,1202,train,71,0
97669,False,Ovophis monticola,LA,2008/Ovophis_monticola/141805.jpg,1202,train,71,0
97669,False,Ovophis monticola,LA,2008/Ovophis_monticola/141806.jpg,1202,train,71,0
57237022,True,Fowlea piscator,TH,2008/Fowlea_piscator/91277981.jpeg,711,train,39,0
57237022,True,Fowlea piscator,TH,2008/Fowlea_piscator/91278001.jpeg,711,train,39,0
95279,False,Bungarus candidus,LA,2008/Bungarus_candidus/138683.jpg,257,train,12,1
95279,False,Bungarus candidus,LA,2008/Bungarus_candidus/138684.jpg,257,train,12,1
95281,False,Lycodon laoensis,LA,2008/Lycodon_laoensis/138685.jpg,959,train,54,0
54654609,False,Sinomicrurus macclellandi,TH,2008/Sinomicrurus_macclellandi/86976249.jpg,1520,train,95,0
96556,False,Boiga cyanea,LA,2008/Boiga_cyanea/140505.jpg,182,train,5,0
96556,False,Boiga cyanea,LA,2008/Boiga_cyanea/140506.jpg,182,train,5,0
96850,False,Homalopsis mereljcoxi,LA,2008/Homalopsis_mereljcoxi/140846.jpg,801,train,43,0
96850,False,Homalopsis mereljcoxi,LA,2008/Homalopsis_mereljcoxi/140847.jpg,801,train,43,0
96851,False,Ptyas korros,LA,2008/Ptyas_korros/140848.jpg,1412,train,83,0
96854,False,Xenopeltis unicolor,LA,2008/Xenopeltis_unicolor/140851.jpg,1769,train,108,0
8744664,True,Psammodynastes pulverulentus,MY,2008/Psammodynastes_pulverulentus/11738109.jpg,1334,train,79,0
26792906,False,Emydocephalus annulatus,AU,2008/Emydocephalus_annulatus/41625335.jpeg,633,train,34,0
26792922,False,Emydocephalus annulatus,AU,2008/Emydocephalus_annulatus/41625397.jpeg,633,train,34,0
57919152,False,Lycodon laoensis,TH,2008/Lycodon_laoensis/92427488.jpeg,959,train,54,0
57919152,False,Lycodon laoensis,TH,2008/Lycodon_laoensis/92427502.jpeg,959,train,54,0
19644808,False,Emydocephalus annulatus,PH,2008/Emydocephalus_annulatus/30249715.jpg,633,train,34,0
42482785,False,Bungarus fasciatus,MY,2008/Bungarus_fasciatus/67455701.jpg,259,train,13,1
57649831,False,Trimeresurus guoi,TH,2008/Trimeresurus_guoi/91976924.jpeg,1669,train,99,1
57649831,False,Trimeresurus guoi,TH,2008/Trimeresurus_guoi/91976988.jpeg,1669,train,99,1
94573520,True,Fowlea piscator,TH,2008/Fowlea_piscator/156896371.jpeg,711,train,39,0
94574043,False,Trimeresurus guoi,TH,2008/Trimeresurus_guoi/156899891.jpeg,1669,train,99,1
91091179,False,Bungarus fasciatus,CN,2008/Bungarus_fasciatus/150621132.jpg,259,train,13,1
91091179,False,Bungarus fasciatus,CN,2008/Bungarus_fasciatus/150621146.jpg,259,train,13,1
63569455,False,Trimeresurus cardamomensis,KH,2008/Trimeresurus_cardamomensis/102043145.jpg,1664,train,97,0
63569455,False,Trimeresurus cardamomensis,KH,2008/Trimeresurus_cardamomensis/102043192.jpg,1664,train,97,0
63557884,False,Oligodon fasciolatus,KH,2008/Oligodon_fasciolatus/102022555.jpg,1172,train,63,0
26990807,False,Dryophiops rubescens,MY,2008/Dryophiops_rubescens/41948401.jpg,578,train,31,0
61371781,False,Xenochrophis trianguligerus,TH,2008/Xenochrophis_trianguligerus/98200343.jpeg,1756,train,107,0
57811144,False,Ophiophagus hannah,TH,2008/Ophiophagus_hannah/92246016.jpeg,1190,train,66,1
75593108,False,Hydrophis curtus,IN,2008/Hydrophis_curtus/123691121.jpeg,814,train,44,0
75593108,False,Hydrophis curtus,IN,2008/Hydrophis_curtus/123691148.jpeg,814,train,44,0
75593108,False,Hydrophis curtus,IN,2008/Hydrophis_curtus/123691162.jpeg,814,train,44,0
75593108,False,Hydrophis curtus,IN,2008/Hydrophis_curtus/123691179.jpeg,814,train,44,0
102301598,True,Psammodynastes pulverulentus,MY,2008/Psammodynastes_pulverulentus/170978360.jpg,1334,train,79,0
57903,False,Laticauda colubrina,ID,2008/Laticauda_colubrina/90229.jpg,887,train,49,0
57909,False,Acrochordus granulatus,ID,2008/Acrochordus_granulatus/90230.jpg,14,train,1,0
57909,False,Acrochordus granulatus,ID,2008/Acrochordus_granulatus/90231.jpg,14,train,1,0
16124849,False,Ptyas major,TW,2008/Ptyas_major/24163453.jpeg,1413,train,84,0
38598628,False,Lycodon capucinus,MY,2008/Lycodon_capucinus/61366836.jpg,951,train,50,0
38598628,False,Lycodon capucinus,MY,2008/Lycodon_capucinus/61366837.jpg,951,train,50,0
151463,False,Lycodon rufozonatus,KR,2008/Lycodon_rufozonatus/208273.jpg,965,train,55,0
2330395,False,Lycodon rufozonatus,KR,2008/Lycodon_rufozonatus/2584709.jpg,965,train,55,0
2330395,False,Lycodon rufozonatus,KR,2008/Lycodon_rufozonatus/2584710.jpg,965,train,55,0
2330395,False,Lycodon rufozonatus,KR,2008/Lycodon_rufozonatus/2584711.jpg,965,train,55,0
2497552,False,Lycodon rufozonatus,KR,2008/Lycodon_rufozonatus/2804239.jpg,965,train,55,0
535233,True,Elaphe taeniura,TH,2008/Elaphe_taeniura/680640.JPG,622,train,33,0
535233,True,Elaphe taeniura,TH,2008/Elaphe_taeniura/680641.JPG,622,train,33,0
97278178,True,Elaphe taeniura,TH,2008/Elaphe_taeniura/161739360.jpg,622,train,33,0
6653745,False,Ptyas mucosa,LK,2009/Ptyas_mucosa/8434281.jpg,1414,train,85,0
63371940,False,Laticauda colubrina,TH,2009/Laticauda_colubrina/101687121.jpg,887,train,49,0
33149970,False,Ovophis monticola,TH,2009/Ovophis_monticola/52036049.jpeg,1202,train,71,0
33149970,False,Ovophis monticola,TH,2009/Ovophis_monticola/52036222.jpeg,1202,train,71,0
37699929,False,Python bivittatus,US,2009/Python_bivittatus/59818522.jpeg,1418,train,86,0
54616262,False,Cylindrophis jodiae,TH,2009/Cylindrophis_jodiae/86912964.jpg,457,train,25,0
56847072,False,Ptyas korros,TH,2009/Ptyas_korros/90620658.jpeg,1412,train,83,0
64673031,False,Xenopeltis unicolor,TH,2009/Xenopeltis_unicolor/104007769.jpg,1769,train,108,0
93449622,True,Psammodynastes pulverulentus,TH,2009/Psammodynastes_pulverulentus/154866117.jpg,1334,train,79,0
64672419,False,Lycodon capucinus,TH,2009/Lycodon_capucinus/104006723.jpg,951,train,50,0
64672419,False,Lycodon capucinus,TH,2009/Lycodon_capucinus/104006835.jpg,951,train,50,0
64672419,False,Lycodon capucinus,TH,2009/Lycodon_capucinus/104006844.jpg,951,train,50,0
38362718,False,Coelognathus flavolineatus,MY,2009/Coelognathus_flavolineatus/60960085.jpg,354,train,23,0
38362718,False,Coelognathus flavolineatus,MY,2009/Coelognathus_flavolineatus/60960077.jpg,354,train,23,0
55563065,True,Oreocryptophis porphyraceus,VN,2009/Oreocryptophis_porphyraceus/88482999.jpg,1198,train,69,0
55563065,True,Oreocryptophis porphyraceus,VN,2009/Oreocryptophis_porphyraceus/88484162.jpg,1198,train,69,0
55563065,True,Oreocryptophis porphyraceus,VN,2009/Oreocryptophis_porphyraceus/88484164.jpg,1198,train,69,0
13190876,False,Python bivittatus,US,2009/Python_bivittatus/19281667.jpeg,1418,train,86,0
61540655,False,Ahaetulla prasina,IN,2009/Ahaetulla_prasina/98490915.jpeg,47,train,3,0
10447630,True,Oreocryptophis porphyraceus,TW,2009/Oreocryptophis_porphyraceus/14522174.jpg,1198,train,69,0
92908416,False,Boiga siamensis,TH,2009/Boiga_siamensis/153852421.jpg,198,train,11,0
36577006,False,Ovophis makazayazaya,TW,2009/Ovophis_makazayazaya/57835294.jpeg,1201,train,70,0
36577006,False,Ovophis makazayazaya,TW,2009/Ovophis_makazayazaya/57835308.jpeg,1201,train,70,0
36577006,False,Ovophis makazayazaya,TW,2009/Ovophis_makazayazaya/57835314.jpeg,1201,train,70,0
36577006,False,Ovophis makazayazaya,TW,2009/Ovophis_makazayazaya/57835324.jpeg,1201,train,70,0
