observation_id,endemic,binomial_name,code,image_path,class_id,subset
4527251,False,Python natalensis,TZ,1991/Python_natalensis/5483231.jpg,1422,train
4527578,False,Naja nigricollis,TZ,1991/Naja_nigricollis/5483474.jpg,1118,train
37207466,False,Lampropeltis alterna,US,1991/Lampropeltis_alterna/58945560.jpg,860,train
37207466,False,Lampropeltis alterna,US,1991/Lampropeltis_alterna/58945592.jpg,860,train
37207467,False,Lampropeltis alterna,US,1991/Lampropeltis_alterna/58945566.jpg,860,train
2569662,False,Malpolon monspessulanus,IT,1991/Malpolon_monspessulanus/3001057.jpg,1008,train
92592869,False,Crotalus horridus,US,1991/Crotalus_horridus/153332735.jpg,415,train
92592869,False,Crotalus horridus,US,1991/Crotalus_horridus/153332760.jpg,415,train
1020058,False,Bitis arietans,ZW,1991/Bitis_arietans/1250456.jpg,154,train
1020058,False,Bitis arietans,ZW,1991/Bitis_arietans/1250455.jpg,154,train
1020058,False,Bitis arietans,ZW,1991/Bitis_arietans/1250457.jpg,154,train
1020058,False,Bitis arietans,ZW,1991/Bitis_arietans/1250458.jpg,154,train
65701014,False,Aspidelaps scutatus,unknown,1991/Aspidelaps_scutatus/105789434.jpeg,96,train
125278,False,Psammophis subtaeniatus,unknown,1992/Psammophis_subtaeniatus/177356.JPG,1353,train
5954629,False,Lampropeltis gentilis,US,1992/Lampropeltis_gentilis/7437363.jpg,866,train
44784468,False,Lampropeltis annulata,US,1992/Lampropeltis_annulata/70994554.jpg,861,train
44784468,False,Lampropeltis annulata,US,1992/Lampropeltis_annulata/70994517.jpg,861,train
15887561,False,Sistrurus tergeminus,US,1992/Sistrurus_tergeminus/23760401.jpg,1530,train
292301,False,Causus maculatus,ET,1992/Causus_maculatus/58920686.jpg,296,train
44785887,False,Lampropeltis annulata,US,1992/Lampropeltis_annulata/70996911.jpg,861,train
44785887,False,Lampropeltis annulata,US,1992/Lampropeltis_annulata/70996944.jpg,861,train
221805,False,Eunectes murinus,VE,1992/Eunectes_murinus/279381.jpg,694,train
221805,False,Eunectes murinus,VE,1992/Eunectes_murinus/279382.jpg,694,train
125281,False,Psammophylax tritaeniatus,unknown,1992/Psammophylax_tritaeniatus/177360.JPG,1359,train
2810819,False,Trimorphodon vilkinsonii,US,1992/Trimorphodon_vilkinsonii/3194473.jpeg,1702,train
1464128,False,Lampropeltis alterna,US,1992/Lampropeltis_alterna/1815419.jpg,860,train
2393428,False,Lampropeltis annulata,US,1992/Lampropeltis_annulata/2666585.jpg,861,train
183106,True,Drymarchon couperi,US,1992/Drymarchon_couperi/237898.jpg,570,train
125665,False,Crotalus simus,CR,1992/Crotalus_simus/177869.JPG,431,train
116546,False,Porthidium ophryomegas,CR,1992/Porthidium_ophryomegas/166578.JPG,1317,train
37315747,False,Ophiophagus hannah,TH,1992/Ophiophagus_hannah/59128457.jpg,1190,train
90363643,False,Rhabdophis plumbicolor,IN,1992/Rhabdophis_plumbicolor/149340937.jpg,1447,train
88631389,False,Bitis gabonica,BI,1992/Bitis_gabonica/146148727.jpeg,159,train
1082146,False,Bothrops atrox,GY,1993/Bothrops_atrox/1358764.JPG,224,train
125212,False,Dipsas variegata,GY,1993/Dipsas_variegata/177295.JPG,557,train
2406860,False,Helicops angulatus,VE,1993/Helicops_angulatus/2685631.jpg,773,train
2621175,False,Eunectes murinus,VE,1993/Eunectes_murinus/2934002.jpg,694,train
2864916,False,Eunectes murinus,VE,1993/Eunectes_murinus/3270482.jpeg,694,train
96048040,False,Chironius spixii,VE,1993/Chironius_spixii/159522965.jpg,342,train
127381,False,Bothriechis bicolor,MX,1993/Bothriechis_bicolor/180123.jpg,205,train
2652373,False,Eunectes murinus,VE,1993/Eunectes_murinus/2979530.jpg,694,train
2893147,False,Platyceps rhodorachis,YE,1993/Platyceps_rhodorachis/3308571.jpg,1305,train
96086059,False,Eunectes murinus,VE,1993/Eunectes_murinus/159586790.jpg,694,train
2578292,True,Pantherophis slowinskii,US,1993/Pantherophis_slowinskii/2877773.jpg,1238,train
2578292,True,Pantherophis slowinskii,US,1993/Pantherophis_slowinskii/2877774.jpg,1238,train
1212585,False,Macroprotodon brevis,MA,1993/Macroprotodon_brevis/1530968.JPG,995,train
64030606,False,Phrynonax polylepis,EC,1993/Phrynonax_polylepis/102870157.jpg,1287,train
64030606,False,Phrynonax polylepis,EC,1993/Phrynonax_polylepis/102870166.jpg,1287,train
105141797,True,Masticophis flagellum,US,1993/Masticophis_flagellum/176344125.jpg,1013,train
105141797,True,Masticophis flagellum,US,1993/Masticophis_flagellum/176345561.jpg,1013,train
36819395,False,Zamenis longissimus,CZ,1993/Zamenis_longissimus/58265877.jpg,1780,train
1464208,False,Lampropeltis alterna,US,1993/Lampropeltis_alterna/1815522.jpg,860,train
1715802,False,Lampropeltis alterna,US,1993/Lampropeltis_alterna/2078029.jpg,860,train
54847,True,Macrovipera lebetinus,AM,1994/Macrovipera_lebetinus/85873.jpg,998,train
1213436,False,Rhynchocalamus melanocephalus,JO,1994/Rhynchocalamus_melanocephalus/1531780.JPG,1482,train
1213449,False,Platyceps rhodorachis,JO,1994/Platyceps_rhodorachis/1531786.JPG,1305,train
1213449,False,Platyceps rhodorachis,JO,1994/Platyceps_rhodorachis/1531787.JPG,1305,train
17791156,False,Causus maculatus,ET,1994/Causus_maculatus/27145323.jpg,296,train
55725,False,Telescopus fallax,AM,1994/Telescopus_fallax/87048.jpg,1608,train
72428008,False,Lampropeltis knoblochi,MX,1994/Lampropeltis_knoblochi/118086031.jpg,870,train
42538736,True,Metlapilcoatlus nummifer,MX,1994/Metlapilcoatlus_nummifer/67544067.jpg,1035,train
9857071,True,Thamnophis gigas,US,1994/Thamnophis_gigas/13502088.jpg,1629,train
54950,False,Zamenis hohenackeri,AM,1994/Zamenis_hohenackeri/86005.jpg,1778,train
2899497,True,Heterodon simus,US,1994/Heterodon_simus/6408374.jpg,797,train
1068937,False,Clelia clelia,EC,1994/Clelia_clelia/1339979.JPG,349,train
1075558,False,Xenodon rabdocephalus,EC,1994/Xenodon_rabdocephalus/1348224.JPG,1765,train
122003,False,Atractus elaps,EC,1994/Atractus_elaps/174082.JPG,124,train
125120,False,Chironius multiventris,EC,1994/Chironius_multiventris/177204.JPG,338,train
20914250,False,Bothrops atrox,VE,1994/Bothrops_atrox/32277739.jpg,224,train
20914250,False,Bothrops atrox,VE,1994/Bothrops_atrox/32277740.jpg,224,train
20914250,False,Bothrops atrox,VE,1994/Bothrops_atrox/32277743.jpg,224,train
20914349,False,Bothrops atrox,VE,1994/Bothrops_atrox/32277800.jpg,224,train
95488428,True,Drymarchon couperi,US,1994/Drymarchon_couperi/158530253.jpeg,570,train
122288,False,Dipsas turgida,PY,1995/Dipsas_turgida/174418.JPG,556,train
117796,False,Erythrolamprus poecilogyrus,PY,1995/Erythrolamprus_poecilogyrus/168332.JPG,673,train
117815,False,Bothrops alternatus,PY,1995/Bothrops_alternatus/168355.JPG,221,train
117818,False,Thamnodynastes hypoconia,PY,1995/Thamnodynastes_hypoconia/168358.JPG,1612,train
117801,False,Erythrolamprus sagittifer,PY,1995/Erythrolamprus_sagittifer/168340.JPG,678,train
117820,False,Xenodon merremii,PY,1995/Xenodon_merremii/168361.JPG,1762,train
117821,False,Xenodon pulcher,PY,1995/Xenodon_pulcher/168360.JPG,1764,train
122066,False,Bothrops diporus,PY,1995/Bothrops_diporus/174171.JPG,228,train
1082182,False,Crotalus durissus,PY,1995/Crotalus_durissus/1358840.JPG,412,train
1082182,False,Crotalus durissus,PY,1995/Crotalus_durissus/1358841.JPG,412,train
36118236,True,Pituophis melanoleucus,US,1995/Pituophis_melanoleucus/57053407.jpg,1295,train
74032738,True,Acrantophis dumerili,MG,1995/Acrantophis_dumerili/120951319.jpeg,11,train
100892733,False,Chionactis annulata,MX,1995/Chionactis_annulata/168441176.jpg,322,train
37207447,False,Lampropeltis alterna,US,1995/Lampropeltis_alterna/58941231.jpg,860,train
62240606,True,Acrantophis dumerili,MG,1995/Acrantophis_dumerili/99694826.jpg,11,train
62240606,True,Acrantophis dumerili,MG,1995/Acrantophis_dumerili/99696218.jpg,11,train
62240606,True,Acrantophis dumerili,MG,1995/Acrantophis_dumerili/99696368.jpg,11,train
53777799,False,Python sebae,SN,1996/Python_sebae/85544809.jpg,1424,train
117760,False,Bothrops moojeni,PY,1996/Bothrops_moojeni/168286.JPG,238,train
117761,False,Bothrops moojeni,PY,1996/Bothrops_moojeni/168287.JPG,238,train
122274,False,Helicops leopardinus,PY,1996/Helicops_leopardinus/174405.JPG,778,train
122277,False,Philodryas patagoniensis,PY,1996/Philodryas_patagoniensis/174407.JPG,1267,train
117784,False,Boiruna maculata,PY,1996/Boiruna_maculata/168321.JPG,201,train
117804,False,Micrurus pyrrhocryptus,PY,1996/Micrurus_pyrrhocryptus/168347.JPG,1076,train
117806,False,Oxyrhopus rhombifer,PY,1996/Oxyrhopus_rhombifer/168350.JPG,1226,train
117819,False,Amerotyphlops brongersmianus,PY,1996/Amerotyphlops_brongersmianus/168359.JPG,62,train
117785,False,Chironius quadricarinatus,PY,1996/Chironius_quadricarinatus/168362.JPG,339,train
2442697,False,Ficimia streckeri,US,1996/Ficimia_streckeri/29265846.jpg,703,train
2442697,False,Ficimia streckeri,US,1996/Ficimia_streckeri/2725539.jpg,703,train
2442697,False,Ficimia streckeri,US,1996/Ficimia_streckeri/2725542.jpg,703,train
2652305,False,Eunectes murinus,VE,1996/Eunectes_murinus/2979428.jpg,694,train
5940796,False,Lampropeltis splendida,unknown,1996/Lampropeltis_splendida/7416148.jpg,880,train
2899455,True,Farancia erytrogramma,US,1996/Farancia_erytrogramma/6408317.jpg,699,train
2459042,False,Tantilla atriceps,US,1996/Tantilla_atriceps/2750999.jpg,1579,train
2459042,False,Tantilla atriceps,US,1996/Tantilla_atriceps/2751001.jpg,1579,train
51614934,False,Lampropeltis alterna,US,1996/Lampropeltis_alterna/82014716.jpg,860,train
15967472,False,Lampropeltis elapsoides,unknown,1996/Lampropeltis_elapsoides/23900605.jpeg,864,train
22380470,False,Naja annulata,TZ,1996/Naja_annulata/34662650.jpg,1107,train
7749826,True,Dromicodryas quadrilineatus,MG,1996/Dromicodryas_quadrilineatus/10175017.jpg,568,train
2899456,True,Farancia erytrogramma,US,1996/Farancia_erytrogramma/6408325.jpg,699,train
72056263,False,Plagiopholis nuchalis,TH,1996/Plagiopholis_nuchalis/117415705.jpeg,1298,train
64034131,False,Psammophis mossambicus,ZA,1996/Psammophis_mossambicus/102876421.jpg,1346,train
73095928,False,Alsophis sibonius,DM,1996/Alsophis_sibonius/119293279.jpeg,56,train
73095928,False,Alsophis sibonius,DM,1996/Alsophis_sibonius/119293500.jpeg,56,train
73095928,False,Alsophis sibonius,DM,1996/Alsophis_sibonius/119293545.jpeg,56,train
73096026,False,Alsophis sibonius,DM,1996/Alsophis_sibonius/119293586.jpeg,56,train
73096026,False,Alsophis sibonius,DM,1996/Alsophis_sibonius/119293626.jpeg,56,train
69038141,False,Causus rhombeatus,SZ,1996/Causus_rhombeatus/111934684.jpeg,298,train
69038141,False,Causus rhombeatus,SZ,1996/Causus_rhombeatus/111951179.jpeg,298,train
69038144,False,Atractaspis bibronii,ZA,1996/Atractaspis_bibronii/111935033.jpeg,113,train
70813002,True,Dromicodryas quadrilineatus,MG,1996/Dromicodryas_quadrilineatus/115188793.jpg,568,train
70813002,True,Dromicodryas quadrilineatus,MG,1996/Dromicodryas_quadrilineatus/115188799.jpg,568,train
70771660,True,Leioheterodon geayi,MG,1997/Leioheterodon_geayi/115111272.jpg,892,train
2460573,False,Storeria occipitomaculata,US,1997/Storeria_occipitomaculata/2753168.jpg,1553,train
147242,False,Hemirhagerrhis nototaenia,TZ,1997/Hemirhagerrhis_nototaenia/203067.JPG,788,train
147249,False,Natriciteres olivacea,TZ,1997/Natriciteres_olivacea/203076.JPG,1132,train
117379,False,Elapsoidea nigra,TZ,1997/Elapsoidea_nigra/167725.JPG,630,train
125213,False,Dispholidus typus,TZ,1997/Dispholidus_typus/177264.JPG,562,train
125561,True,Atheris ceratophora,TZ,1997/Atheris_ceratophora/177719.JPG,109,train
145950,False,Drymobius margaritiferus,US,1997/Drymobius_margaritiferus/201486.jpg,573,train
54925,False,Eirenis modestus,AM,1997/Eirenis_modestus/85980.jpg,606,train
2899129,False,Amastridium sapperi,MX,1997/Amastridium_sapperi/4726910.jpg,57,train
2899831,True,Rhadinaea gaigeae,MX,1997/Rhadinaea_gaigeae/4452478.jpg,1459,train
2899831,True,Rhadinaea gaigeae,MX,1997/Rhadinaea_gaigeae/4452444.jpg,1459,train
60237321,False,Dipsas catesbyi,VE,1997/Dipsas_catesbyi/96296297.jpg,540,train
522546,False,Xerotyphlops vermicularis,GR,1997/Xerotyphlops_vermicularis/2992029.jpg,1775,train
522546,False,Xerotyphlops vermicularis,GR,1997/Xerotyphlops_vermicularis/2992030.jpg,1775,train
51008736,False,Lampropeltis alterna,unknown,1997/Lampropeltis_alterna/81017342.jpg,860,train
37280116,False,Bothrops atrox,VE,1997/Bothrops_atrox/59067954.jpg,224,train
22378883,True,Atheris ceratophora,TZ,1997/Atheris_ceratophora/34660275.jpg,109,train
34204884,False,Bothrops atrox,PE,1997/Bothrops_atrox/53803545.jpg,224,train
22378831,True,Atheris ceratophora,TZ,1997/Atheris_ceratophora/34660188.jpg,109,train
37207442,False,Lampropeltis alterna,US,1997/Lampropeltis_alterna/58940315.jpg,860,train
1129039,False,Tantilla wilcoxi,MX,1997/Tantilla_wilcoxi/1419672.jpg,1602,train
1129039,False,Tantilla wilcoxi,MX,1997/Tantilla_wilcoxi/1419710.jpg,1602,train
41011392,False,Micrurus nigrocinctus,NI,1997/Micrurus_nigrocinctus/65024749.jpg,1072,train
3744298,False,Eunectes notaeus,PY,1997/Eunectes_notaeus/4354536.jpg,695,train
3744334,False,Helicops leopardinus,PY,1997/Helicops_leopardinus/4354615.jpg,778,train
49563464,False,Ophiophagus hannah,IN,1998/Ophiophagus_hannah/78681344.jpg,1190,train
22378041,False,Toxicodryas blandingii,TZ,1998/Toxicodryas_blandingii/34658891.jpg,1655,train
22378041,False,Toxicodryas blandingii,TZ,1998/Toxicodryas_blandingii/34659046.jpg,1655,train
22379210,True,Atheris ceratophora,TZ,1998/Atheris_ceratophora/34660479.jpg,109,train
145962,True,Pantherophis slowinskii,US,1998/Pantherophis_slowinskii/201498.jpg,1238,train
36389579,False,Naja nivea,BW,1998/Naja_nivea/57517277.jpg,1119,train
5940802,False,Lampropeltis holbrooki,unknown,1998/Lampropeltis_holbrooki/7416166.jpg,869,train
70425401,False,Coluber constrictor,CA,1998/Coluber_constrictor/114486774.jpg,358,train
70425401,False,Coluber constrictor,CA,1998/Coluber_constrictor/114486777.jpg,358,train
70425401,False,Coluber constrictor,CA,1998/Coluber_constrictor/114486784.jpg,358,train
70425401,False,Coluber constrictor,CA,1998/Coluber_constrictor/114486786.jpg,358,train
38374391,False,Spilotes pullatus,BZ,1998/Spilotes_pullatus/60980663.jpg,1545,train
19010988,False,Dolichophis caspius,BG,1998/Dolichophis_caspius/29153990.jpg,563,train
51008724,False,Lampropeltis alterna,unknown,1998/Lampropeltis_alterna/81017330.jpg,860,train
637662,False,Coronella austriaca,GB,1998/Coronella_austriaca/801826.JPG,387,train
51008735,False,Lampropeltis alterna,unknown,1998/Lampropeltis_alterna/81017348.jpg,860,train
2466085,True,Nerodia harteri,US,1998/Nerodia_harteri/2759091.jpg,1145,train
38374389,False,Ninia sebae,BZ,1998/Ninia_sebae/60980430.jpg,1156,train
48006764,False,Craspedocephalus borneensis,BN,1998/Craspedocephalus_borneensis/76151632.jpg,391,train
522698,False,Telescopus fallax,GR,1998/Telescopus_fallax/669201.JPG,1608,train
33874678,False,Corallus hortulana,EC,1998/Corallus_hortulana/53251556.jpeg,385,train
33875444,False,Leptophis ahaetulla,EC,1998/Leptophis_ahaetulla/53252583.jpeg,912,train
33875444,False,Leptophis ahaetulla,EC,1998/Leptophis_ahaetulla/53458018.jpg,912,train
147752,False,Erythrolamprus zweifeli,TT,1998/Erythrolamprus_zweifeli/203713.JPG,684,train
103979802,True,Leioheterodon madagascariensis,MG,1998/Leioheterodon_madagascariensis/174159293.jpeg,893,train
93439946,False,Thamnophis validus,MX,1998/Thamnophis_validus/154870295.jpeg,1646,train
8954120,False,Erythrolamprus poecilogyrus,BO,1998/Erythrolamprus_poecilogyrus/12067900.jpeg,673,train
8954121,False,Xenodon pulcher,BO,1998/Xenodon_pulcher/12067902.jpeg,1764,train
8954124,False,Phimophis vittatus,BO,1998/Phimophis_vittatus/12067911.jpeg,1284,train
8964044,False,Bothrops mattogrossensis,BO,1998/Bothrops_mattogrossensis/12084870.jpg,237,train
8964045,False,Amerotyphlops brongersmianus,BO,1998/Amerotyphlops_brongersmianus/12084876.jpg,62,train
21928069,False,Elapsoidea loveridgei,TZ,1998/Elapsoidea_loveridgei/33980156.jpg,629,train
122017,False,Bothrocophias hyoprora,PE,1999/Bothrocophias_hyoprora/174103.JPG,216,train
125662,False,Bothrops taeniatus,PE,1999/Bothrops_taeniatus/177865.JPG,248,train
55375639,False,Bothrops alternatus,BR,1999/Bothrops_alternatus/88173111.jpg,221,train
54545055,False,Bothrops bilineatus,GF,1999/Bothrops_bilineatus/86795779.jpg,225,train
125666,False,Furina ornata,AU,1999/Furina_ornata/177870.JPG,714,train
147756,False,Suta punctata,AU,1999/Suta_punctata/203717.JPG,1563,train
64239441,False,Corallus hortulana,PE,1999/Corallus_hortulana/103243723.jpg,385,train
215608,False,Ophiophagus hannah,HK,1999/Ophiophagus_hannah/271907.jpg,1190,train
43671930,False,Laticauda colubrina,TH,1999/Laticauda_colubrina/69257599.jpg,887,train
43671930,False,Laticauda colubrina,TH,1999/Laticauda_colubrina/69257641.jpg,887,train
43671930,False,Laticauda colubrina,TH,1999/Laticauda_colubrina/69257686.jpg,887,train
530690,True,Malpolon insignitus,LB,1999/Malpolon_insignitus/683624.JPG,1006,train
72950443,True,Chilomeniscus stramineus,MX,1999/Chilomeniscus_stramineus/119029847.jpeg,321,train
72950443,True,Chilomeniscus stramineus,MX,1999/Chilomeniscus_stramineus/119029952.jpeg,321,train
2899458,False,Ficimia olivacea,MX,1999/Ficimia_olivacea/29193610.jpg,701,train
2899458,False,Ficimia olivacea,MX,1999/Ficimia_olivacea/29193623.jpg,701,train
2900004,False,Tropidodipsas fasciata,MX,1999/Tropidodipsas_fasciata/3341899.jpg,1706,train
51008723,False,Lampropeltis alterna,unknown,1999/Lampropeltis_alterna/81017319.jpg,860,train
103283031,False,Coronella girondica,PT,1999/Coronella_girondica/172818791.jpg,388,train
103283031,False,Coronella girondica,PT,1999/Coronella_girondica/172818811.jpg,388,train
68349662,False,Philothamnus semivariegatus,ZW,1999/Philothamnus_semivariegatus/110647568.jpg,1280,train
2899776,False,Phyllorhynchus browni,US,1999/Phyllorhynchus_browni/158557510.jpg,1289,train
2899776,False,Phyllorhynchus browni,US,1999/Phyllorhynchus_browni/158557466.jpg,1289,train
125100,False,Rena dissecta,US,1999/Rena_dissecta/177202.JPG,1430,train
19314957,False,Crotalus ruber,unknown,1999/Crotalus_ruber/29693797.jpg,429,train
35312948,False,Sibon longifrenis,HN,1999/Sibon_longifrenis/55671943.jpg,1503,train
37203235,True,Tantilla cucullata,US,1999/Tantilla_cucullata/58936645.jpg,1585,train
37203235,True,Tantilla cucullata,US,1999/Tantilla_cucullata/58936647.jpg,1585,train
69123934,False,Dendroaspis polylepis,BW,1999/Dendroaspis_polylepis/112094451.jpeg,512,train
64462729,True,Micrurus diastema,BZ,1999/Micrurus_diastema/103640960.jpeg,1052,train
4341121,False,Lampropeltis knoblochi,MX,1999/Lampropeltis_knoblochi/5211453.jpg,870,train
19295821,False,Crotalus willardi,US,1999/Crotalus_willardi/29659000.jpg,443,train
19295825,False,Crotalus willardi,US,1999/Crotalus_willardi/29659008.jpg,443,train
5075775,False,Aipysurus laevis,AU,1999/Aipysurus_laevis/6230896.jpg,50,train
71580510,False,Imantodes cenchoa,BZ,1999/Imantodes_cenchoa/116562115.jpg,842,train
71580510,False,Imantodes cenchoa,BZ,1999/Imantodes_cenchoa/116562651.jpg,842,train
69713021,False,Bothrops atrox,VE,1999/Bothrops_atrox/113177770.jpg,224,train
69713110,False,Dipsas variegata,VE,1999/Dipsas_variegata/113178173.jpg,557,train
71585469,False,Lampropeltis abnorma,BZ,1999/Lampropeltis_abnorma/116571190.jpg,859,train
71585469,False,Lampropeltis abnorma,BZ,1999/Lampropeltis_abnorma/116571508.jpg,859,train
71585652,False,Leptodeira polysticta,BZ,1999/Leptodeira_polysticta/116571725.jpg,903,train
42922183,False,Erythrolamprus mimus,EC,2000/Erythrolamprus_mimus/68154245.jpg,670,train
53814004,True,Langaha madagascariensis,MG,2000/Langaha_madagascariensis/85604225.jpg,886,train
53814005,True,Leioheterodon modestus,MG,2000/Leioheterodon_modestus/85604228.jpg,894,train
53814009,True,Sanzinia madagascariensis,MG,2000/Sanzinia_madagascariensis/85604244.jpg,1492,train
55008462,True,Mimophis occultus,MG,2000/Mimophis_occultus/87563638.jpg,1085,train
55011625,True,Mimophis mahfalensis,MG,2000/Mimophis_mahfalensis/87563812.jpg,1084,train
55012107,True,Thamnosophis lateralis,MG,2000/Thamnosophis_lateralis/87569931.jpg,1649,train
55012476,True,Thamnosophis lateralis,MG,2000/Thamnosophis_lateralis/87570297.jpg,1649,train
55012479,True,Thamnosophis infrasignatus,MG,2000/Thamnosophis_infrasignatus/87570302.jpg,1648,train
58128471,False,Amplorhinus multimaculatus,ZA,2000/Amplorhinus_multimaculatus/92774381.jpg,67,train
64057706,False,Dendrelaphis formosus,MY,2000/Dendrelaphis_formosus/102919164.jpg,487,train
64057712,False,Calamaria lumbricoidea,MY,2000/Calamaria_lumbricoidea/102919187.jpg,273,train
64057714,False,Tropidolaemus wagleri,MY,2000/Tropidolaemus_wagleri/102919227.jpg,1714,train
65284568,False,Pseudaspis cana,BW,2000/Pseudaspis_cana/105047548.jpg,1369,train
38663412,False,Micrurus lemniscatus,EC,2000/Micrurus_lemniscatus/61481534.jpg,1066,train
52433681,False,Tachymenis chilensis,CL,2000/Tachymenis_chilensis/83350679.jpeg,1571,train
33024832,False,Boa constrictor,TT,2000/Boa_constrictor/51835496.jpg,166,train
9371583,False,Bothrops moojeni,BR,2000/Bothrops_moojeni/12725783.jpeg,238,train
9371583,False,Bothrops moojeni,BR,2000/Bothrops_moojeni/12725784.jpeg,238,train
78577501,False,Eunectes murinus,BR,2000/Eunectes_murinus/128612914.jpg,694,train
78577501,False,Eunectes murinus,BR,2000/Eunectes_murinus/128612888.jpeg,694,train
78577522,False,Dipsas catesbyi,BR,2000/Dipsas_catesbyi/128613457.jpg,540,train
78577522,False,Dipsas catesbyi,BR,2000/Dipsas_catesbyi/128613481.jpg,540,train
78577522,False,Dipsas catesbyi,BR,2000/Dipsas_catesbyi/128613690.jpg,540,train
97721331,False,Ninia sebae,GT,2000/Ninia_sebae/162563622.jpg,1156,train
97721333,False,Imantodes cenchoa,GT,2000/Imantodes_cenchoa/162563678.jpg,842,train
1941470,False,Ophiophagus hannah,SG,2000/Ophiophagus_hannah/2377109.jpg,1190,train
67199930,True,Vipera ursinii,FR,2000/Vipera_ursinii/108513148.jpg,1749,train
145961,True,Pantherophis slowinskii,US,2000/Pantherophis_slowinskii/201497.jpg,1238,train
19010985,False,Dolichophis caspius,BG,2000/Dolichophis_caspius/29153932.jpg,563,train
28807486,False,Oxybelis aeneus,CR,2000/Oxybelis_aeneus/44930487.jpg,1205,train
68955932,False,Vipera ammodytes,GR,2000/Vipera_ammodytes/111783660.jpeg,1734,train
54919,False,Eirenis collaris,AM,2000/Eirenis_collaris/85973.jpg,602,train
8657224,True,Lampropeltis getula,unknown,2000/Lampropeltis_getula/11593553.jpeg,867,train
104055175,False,Ophiophagus hannah,TH,2000/Ophiophagus_hannah/174301029.jpg,1190,train
18282714,True,Elaphe taeniura,TW,2000/Elaphe_taeniura/27931189.jpg,622,train
104055176,False,Rhabdophis nigrocinctus,TH,2000/Rhabdophis_nigrocinctus/174301036.jpg,1446,train
38404230,False,Bothrops moojeni,BR,2000/Bothrops_moojeni/61029089.jpeg,238,train
38404230,False,Bothrops moojeni,BR,2000/Bothrops_moojeni/61029995.jpeg,238,train
38404230,False,Bothrops moojeni,BR,2000/Bothrops_moojeni/61029996.jpeg,238,train
68505240,False,Coronella austriaca,HR,2000/Coronella_austriaca/110940867.jpg,387,train
100130032,False,Leptodeira annulata,CR,2000/Leptodeira_annulata/167078687.jpg,896,train
37362515,False,Chionactis occipitalis,US,2000/Chionactis_occipitalis/59216706.jpeg,323,train
38527747,False,Aplopeltura boa,ID,2000/Aplopeltura_boa/61245231.jpeg,83,train
8289226,False,Dipsadoboa unicolor,UG,2000/Dipsadoboa_unicolor/10996622.jpg,533,train
71672899,False,Tropidodipsas sartorii,BZ,2000/Tropidodipsas_sartorii/116725010.jpg,1709,train
71672899,False,Tropidodipsas sartorii,BZ,2000/Tropidodipsas_sartorii/116725293.jpg,1709,train
527265,False,Elaphe dione,KG,2000/Elaphe_dione/670882.JPG,615,train
71673102,False,Drymobius margaritiferus,BZ,2000/Drymobius_margaritiferus/116725534.jpg,573,train
8291763,False,Dispholidus typus,KE,2000/Dispholidus_typus/11001704.jpg,562,train
