observation_id,captive,endemic,binomial_name,code,image_path,class_id,subset
124862,False,True,Arizona pacata,MX,2002/Arizona_pacata/177024.JPG,92,val
22376916,False,False,Psammophis biseriatus,TZ,2002/Psammophis_biseriatus/34657153.jpg,1338,val
26439,False,False,Dendroaspis polylepis,BW,2003/Dendroaspis_polylepis/47469.jpg,512,val
26439,False,False,Dendroaspis polylepis,BW,2003/Dendroaspis_polylepis/47470.jpg,512,val
5954634,False,False,Lampropeltis annulata,unknown,2003/Lampropeltis_annulata/7437395.jpg,861,val
5954635,False,False,Lampropeltis annulata,unknown,2003/Lampropeltis_annulata/7437398.jpg,861,val
53136901,False,True,Simoselaps littoralis,AU,2003/Simoselaps_littoralis/84500985.jpeg,1517,val
53136901,False,True,Simoselaps littoralis,AU,2003/Simoselaps_littoralis/84500999.jpeg,1517,val
53136901,False,True,Simoselaps littoralis,AU,2003/Simoselaps_littoralis/84501011.jpeg,1517,val
84365347,False,False,Naja nigricollis,ZM,2003/Naja_nigricollis/138650131.jpg,1118,val
54719836,False,False,Rhabdophis plumbicolor,IN,2003/Rhabdophis_plumbicolor/87086925.jpeg,1447,val
74611707,False,False,Acanthophis cryptamydros,AU,2003/Acanthophis_cryptamydros/121964747.jpg,1,val
9541584,False,True,Bothrocophias lojanus,EC,2003/Bothrocophias_lojanus/13015941.jpg,217,val
9541584,False,True,Bothrocophias lojanus,EC,2003/Bothrocophias_lojanus/13016024.jpg,217,val
9541584,False,True,Bothrocophias lojanus,EC,2003/Bothrocophias_lojanus/13094672.jpg,217,val
9541584,False,True,Bothrocophias lojanus,EC,2003/Bothrocophias_lojanus/13094673.jpg,217,val
9541584,False,True,Bothrocophias lojanus,EC,2003/Bothrocophias_lojanus/13094675.jpg,217,val
52914,False,False,Vipera darevskii,unknown,2003/Vipera_darevskii/83531.jpg,1737,val
56628432,False,False,Bothrops bilineatus,PE,2003/Bothrops_bilineatus/90253262.jpg,225,val
56628432,False,False,Bothrops bilineatus,PE,2003/Bothrops_bilineatus/90253276.jpg,225,val
58053520,False,False,Drymobius margaritiferus,NI,2003/Drymobius_margaritiferus/92642145.jpeg,573,val
58053520,False,False,Drymobius margaritiferus,NI,2003/Drymobius_margaritiferus/92642177.jpeg,573,val
99572694,False,False,Vipera ammodytes,HR,2003/Vipera_ammodytes/166016410.jpeg,1734,val
4428649,False,False,Hypsiglena jani,MX,2003/Hypsiglena_jani/5327987.jpg,833,val
64854182,False,False,Leiopython albertisii,PG,2003/Leiopython_albertisii/104330359.jpg,895,val
18443355,False,False,Erpeton tentaculatum,KH,2003/Erpeton_tentaculatum/28196363.jpg,656,val
56109099,False,False,Bitis caudalis,ZA,2003/Bitis_caudalis/89389529.jpeg,157,val
56109099,False,False,Bitis caudalis,ZA,2003/Bitis_caudalis/89389535.jpeg,157,val
37193136,False,False,Hydrodynastes gigas,AR,2003/Hydrodynastes_gigas/58921793.jpg,810,val
92197367,False,False,Lachesis melanocephala,CR,2003/Lachesis_melanocephala/152618901.jpg,856,val
92197367,False,False,Lachesis melanocephala,CR,2003/Lachesis_melanocephala/152618906.jpeg,856,val
8874133,False,False,Prosymna bivittata,BW,2004/Prosymna_bivittata/11932419.jpeg,1320,val
129384,False,False,Dasypeltis scabra,BW,2004/Dasypeltis_scabra/182854.jpg,469,val
10808887,False,False,Psammophis trinasalis,unknown,2004/Psammophis_trinasalis/15135663.jpg,1357,val
10808887,False,False,Psammophis trinasalis,unknown,2004/Psammophis_trinasalis/15135664.jpg,1357,val
10808887,False,False,Psammophis trinasalis,unknown,2004/Psammophis_trinasalis/15135666.jpg,1357,val
23880306,False,True,Mimophis mahfalensis,MG,2004/Mimophis_mahfalensis/36949042.jpeg,1084,val
55727,False,False,Xerotyphlops vermicularis,AM,2004/Xerotyphlops_vermicularis/87054.jpg,1775,val
42286395,False,False,Erythrolamprus reginae,EC,2004/Erythrolamprus_reginae/67133428.jpeg,677,val
54953,False,False,Eryx jaculus,AM,2004/Eryx_jaculus/86008.jpg,687,val
45315645,False,True,Atractus snethlageae,CO,2004/Atractus_snethlageae/71849480.jpeg,142,val
45315682,False,False,Micrurus surinamensis,CO,2004/Micrurus_surinamensis/71851283.jpeg,1081,val
42271046,False,False,Hypsiglena chlorophaea,US,2004/Hypsiglena_chlorophaea/67104585.jpg,832,val
52572334,False,False,Agkistrodon howardgloydi,CR,2004/Agkistrodon_howardgloydi/83581003.jpeg,30,val
52572334,False,False,Agkistrodon howardgloydi,CR,2004/Agkistrodon_howardgloydi/83581053.jpeg,30,val
16026789,False,False,Lampropeltis alterna,US,2004/Lampropeltis_alterna/24008739.jpg,860,val
59151330,False,False,Bothrops atrox,EC,2004/Bothrops_atrox/94493095.jpeg,224,val
102726722,False,True,Pituophis vertebralis,MX,2004/Pituophis_vertebralis/171783950.jpg,1297,val
102299260,False,False,Calamaria griswoldi,MY,2004/Calamaria_griswoldi/170973880.jpg,271,val
50902847,False,False,Lamprophis fuscus,ZA,2004/Lamprophis_fuscus/80850201.jpg,884,val
50902847,False,False,Lamprophis fuscus,ZA,2004/Lamprophis_fuscus/80851292.jpg,884,val
8752658,False,False,Naja nivea,BW,2004/Naja_nivea/11751102.jpg,1119,val
102303448,False,False,Trimeresurus popeiorum,MY,2004/Trimeresurus_popeiorum/170981788.jpg,1678,val
36044,False,True,Madagascarophis meridionalis,MG,2004/Madagascarophis_meridionalis/60942.jpg,1001,val
904991,False,False,Furina ornata,AU,2004/Furina_ornata/1153330.jpg,714,val
53778822,False,False,Crotalus ornatus,MX,2005/Crotalus_ornatus/85546592.jpeg,423,val
31008545,False,False,Coronella austriaca,NL,2005/Coronella_austriaca/48485697.jpeg,387,val
42005750,False,False,Corallus annulatus,CO,2005/Corallus_annulatus/66664493.jpg,380,val
29654,False,False,Bitis arietans,BW,2005/Bitis_arietans/51894.jpg,154,val
5940807,False,False,Lampropeltis holbrooki,unknown,2005/Lampropeltis_holbrooki/7416170.jpg,869,val
55111,False,False,Platyceps najadum,AM,2005/Platyceps_najadum/86170.jpg,1303,val
5212277,False,False,Sistrurus tergeminus,unknown,2005/Sistrurus_tergeminus/6436493.jpg,1530,val
19008599,False,False,Erythrolamprus typhlus,CO,2005/Erythrolamprus_typhlus/29147913.jpeg,681,val
34315289,False,False,Boa constrictor,SR,2005/Boa_constrictor/53987187.jpg,166,val
70504179,False,False,Siphlophis longicaudatus,BR,2005/Siphlophis_longicaudatus/114631853.jpg,1525,val
70504179,False,False,Siphlophis longicaudatus,BR,2005/Siphlophis_longicaudatus/114631834.jpg,1525,val
53351035,False,False,Dolichophis caspius,BG,2005/Dolichophis_caspius/84850084.jpg,563,val
62498997,False,False,Lichanura orcutti,US,2005/Lichanura_orcutti/100146306.jpeg,928,val
65850570,False,True,Pseudalsophis hephaestus,EC,2005/Pseudalsophis_hephaestus/106054785.jpeg,1365,val
65850570,False,True,Pseudalsophis hephaestus,EC,2005/Pseudalsophis_hephaestus/106054780.jpeg,1365,val
603817,False,False,Natrix tessellata,AM,2005/Natrix_tessellata/760524.JPG,1138,val
69037896,False,False,Heterodon kennerlyi,MX,2005/Heterodon_kennerlyi/111934495.jpeg,794,val
64721528,False,False,Coronella austriaca,HR,2005/Coronella_austriaca/104098968.jpeg,387,val
41806615,False,False,Thamnodynastes gambotensis,CO,2005/Thamnodynastes_gambotensis/66335265.jpeg,1611,val
41806615,False,False,Thamnodynastes gambotensis,CO,2005/Thamnodynastes_gambotensis/66335788.jpeg,1611,val
41806615,False,False,Thamnodynastes gambotensis,CO,2005/Thamnodynastes_gambotensis/66335798.jpeg,1611,val
20985071,False,False,Bothrops asper,BZ,2005/Bothrops_asper/32407462.jpeg,223,val
10229714,False,False,Cylindrophis opisthorhodus,ID,2005/Cylindrophis_opisthorhodus/14141882.jpg,460,val
10229714,False,False,Cylindrophis opisthorhodus,ID,2005/Cylindrophis_opisthorhodus/103329290.jpg,460,val
429616,False,False,Hierophis gemonensis,GR,2005/Hierophis_gemonensis/541184.jpg,798,val
19467111,False,False,Micropechis ikaheca,PG,2005/Micropechis_ikaheca/29949869.jpg,1039,val
8953918,False,False,Lycophidion pygmaeum,ZA,2005/Lycophidion_pygmaeum/12067511.jpg,983,val
99722816,False,True,Crotalus morulus,MX,2005/Crotalus_morulus/166302551.jpeg,421,val
105036332,False,False,Aspidomorphus muelleri,ID,2005/Aspidomorphus_muelleri/176137687.jpeg,99,val
36368,False,True,Mimophis mahfalensis,MG,2005/Mimophis_mahfalensis/61195.jpg,1084,val
32749872,False,False,Python sebae,GQ,2005/Python_sebae/51385816.jpeg,1424,val
32749872,False,False,Python sebae,GQ,2005/Python_sebae/51385841.jpg,1424,val
32749872,False,False,Python sebae,GQ,2005/Python_sebae/51385788.jpeg,1424,val
32749872,False,False,Python sebae,GQ,2005/Python_sebae/51385791.jpeg,1424,val
37574769,False,False,Leptophis mexicanus,BZ,2005/Leptophis_mexicanus/59592259.jpeg,917,val
19439640,False,False,Erythrolamprus juliae,DM,2006/Erythrolamprus_juliae/29905742.jpg,666,val
43849397,False,False,Duberria rhodesiana,ZW,2006/Duberria_rhodesiana/69544512.jpg,588,val
43849397,False,False,Duberria rhodesiana,ZW,2006/Duberria_rhodesiana/69544522.jpg,588,val
43849397,False,False,Duberria rhodesiana,ZW,2006/Duberria_rhodesiana/69544536.jpg,588,val
64980473,False,False,Lachesis muta,BR,2006/Lachesis_muta/104546830.jpg,857,val
35582590,False,False,Epictia australis,AR,2006/Epictia_australis/56122082.jpg,646,val
37422793,False,False,Vipera renardi,RU,2006/Vipera_renardi/59324108.jpg,1746,val
19008614,False,False,Leptophis depressirostris,EC,2006/Leptophis_depressirostris/29148014.jpeg,915,val
65513405,False,False,Lampropeltis zonata,unknown,2006/Lampropeltis_zonata/105460351.jpeg,882,val
66942196,False,False,Laticauda colubrina,TW,2006/Laticauda_colubrina/108034512.jpeg,887,val
18871725,False,True,Chilomeniscus stramineus,US,2006/Chilomeniscus_stramineus/28915151.jpg,321,val
70499465,False,False,Leptodeira annulata,BR,2006/Leptodeira_annulata/114622017.jpeg,896,val
70499465,False,False,Leptodeira annulata,BR,2006/Leptodeira_annulata/114622020.jpeg,896,val
16878627,False,False,Lampropeltis gentilis,US,2006/Lampropeltis_gentilis/25493982.jpg,866,val
514918,False,False,Leptodeira septentrionalis,US,2006/Leptodeira_septentrionalis/655628.jpg,907,val
514918,False,False,Leptodeira septentrionalis,US,2006/Leptodeira_septentrionalis/655630.jpg,907,val
21587701,False,False,Drymarchon melanurus,BZ,2006/Drymarchon_melanurus/33414731.jpeg,571,val
98272787,False,False,Tropidechis carinatus,AU,2006/Tropidechis_carinatus/163581298.jpg,1703,val
70071306,False,True,Macrovipera lebetinus,unknown,2006/Macrovipera_lebetinus/113844065.jpg,998,val
70071306,False,True,Macrovipera lebetinus,unknown,2006/Macrovipera_lebetinus/113844404.jpg,998,val
70071306,False,True,Macrovipera lebetinus,unknown,2006/Macrovipera_lebetinus/113846541.jpg,998,val
73581614,False,False,Trimorphodon lambda,US,2006/Trimorphodon_lambda/120145918.jpg,1697,val
92295110,False,False,Limnophis bangweolicus,BW,2006/Limnophis_bangweolicus/152748021.jpg,931,val
92295110,False,False,Limnophis bangweolicus,BW,2006/Limnophis_bangweolicus/152748037.jpg,931,val
92295273,False,False,Bitis arietans,BW,2006/Bitis_arietans/152751096.jpg,154,val
92295273,False,False,Bitis arietans,BW,2006/Bitis_arietans/152751107.jpg,154,val
12603203,False,False,Cylindrophis jodiae,TH,2006/Cylindrophis_jodiae/18220665.jpg,457,val
12603203,False,False,Cylindrophis jodiae,TH,2006/Cylindrophis_jodiae/28581872.jpeg,457,val
126730,False,False,Charina bottae,unknown,2006/Charina_bottae/179288.JPG,311,val
263970,False,False,Loxocemus bicolor,MX,2006/Loxocemus_bicolor/326827.jpg,946,val
51960854,False,False,Conophis lineatus,SV,2006/Conophis_lineatus/82577036.jpeg,371,val
51960854,False,False,Conophis lineatus,SV,2006/Conophis_lineatus/82577056.jpeg,371,val
15613768,False,False,Spilotes pullatus,PA,2006/Spilotes_pullatus/23338997.jpeg,1545,val
20870408,False,False,Oxyrhopus formosus,EC,2006/Oxyrhopus_formosus/32200316.jpg,1220,val
32282012,False,False,Psammophis leopardinus,AO,2006/Psammophis_leopardinus/50617511.jpeg,1343,val
36374479,False,False,Elaphe schrenckii,RU,2006/Elaphe_schrenckii/57492648.jpg,621,val
29518316,False,False,Lytorhynchus paradoxus,IN,2006/Lytorhynchus_paradoxus/46073115.jpeg,991,val
29518323,False,False,Lytorhynchus paradoxus,IN,2006/Lytorhynchus_paradoxus/46073154.jpeg,991,val
37574465,False,False,Lampropeltis abnorma,BZ,2006/Lampropeltis_abnorma/59591591.jpeg,859,val
368971,False,False,Gloydius brevicauda,KR,2006/Gloydius_brevicauda/461182.jpg,737,val
102196694,False,False,Bothrops brazili,BR,2006/Bothrops_brazili/170780733.jpeg,226,val
102196694,False,False,Bothrops brazili,BR,2006/Bothrops_brazili/170780750.jpeg,226,val
16211338,False,False,Leptophis mexicanus,BZ,2006/Leptophis_mexicanus/24323270.jpeg,917,val
16211338,False,False,Leptophis mexicanus,BZ,2006/Leptophis_mexicanus/24323288.jpeg,917,val
16211338,False,False,Leptophis mexicanus,BZ,2006/Leptophis_mexicanus/24323293.jpeg,917,val
125359,False,False,Oxyrhopus petolarius,CR,2007/Oxyrhopus_petolarius/177470.JPG,1225,val
32749618,False,False,Boa constrictor,EC,2007/Boa_constrictor/51388248.jpg,166,val
14318346,False,False,Psammophis subtaeniatus,BW,2007/Psammophis_subtaeniatus/21270360.jpg,1353,val
37778961,False,False,Dendrelaphis caudolineatus,MY,2007/Dendrelaphis_caudolineatus/59957740.jpg,483,val
38577453,False,False,Erythrolamprus semiaureus,AR,2007/Erythrolamprus_semiaureus/61326935.jpeg,679,val
66035963,False,False,Ophiophagus hannah,TH,2007/Ophiophagus_hannah/106370241.jpg,1190,val
101151689,False,False,Bothrops jonathani,BO,2007/Bothrops_jonathani/168886156.jpeg,234,val
42274459,False,False,Porthidium lansbergii,unknown,2007/Porthidium_lansbergii/67113868.jpg,1315,val
91497711,False,True,Rhinoplocephalus bicolor,AU,2007/Rhinoplocephalus_bicolor/151358628.jpg,1480,val
91497711,False,True,Rhinoplocephalus bicolor,AU,2007/Rhinoplocephalus_bicolor/151358624.jpg,1480,val
91497711,False,True,Rhinoplocephalus bicolor,AU,2007/Rhinoplocephalus_bicolor/151358631.jpg,1480,val
91497711,False,True,Rhinoplocephalus bicolor,AU,2007/Rhinoplocephalus_bicolor/151358618.jpg,1480,val
91946430,False,True,Rhinoplocephalus bicolor,AU,2007/Rhinoplocephalus_bicolor/152167086.jpg,1480,val
122093,False,False,Cylindrophis maculatus,LK,2007/Cylindrophis_maculatus/174199.jpg,458,val
16004207,False,True,Tantilla cuniculator,MX,2007/Tantilla_cuniculator/23962848.jpeg,1586,val
48635831,False,False,Boiga dendrophila,MY,2007/Boiga_dendrophila/77182456.jpg,184,val
37671376,False,False,Rhabdophis chrysargos,MY,2007/Rhabdophis_chrysargos/59767768.jpg,1438,val
1068711,False,False,Acrochordus granulatus,LK,2007/Acrochordus_granulatus/1339703.jpg,14,val
4102226,False,False,Boa imperator,NI,2007/Boa_imperator/4873250.jpg,167,val
20233,False,False,Trimeresurus malcolmi,MY,2007/Trimeresurus_malcolmi/36158.jpg,1675,val
15962038,False,False,Lampropeltis multifasciata,MX,2007/Lampropeltis_multifasciata/23890065.jpeg,874,val
15962038,False,False,Lampropeltis multifasciata,MX,2007/Lampropeltis_multifasciata/23890512.jpeg,874,val
54958,False,False,Hemorrhois nummifer,AM,2007/Hemorrhois_nummifer/86016.jpg,791,val
12119905,False,True,Cubophis cantherigerus,CU,2007/Cubophis_cantherigerus/17387717.jpg,452,val
12119905,False,True,Cubophis cantherigerus,CU,2007/Cubophis_cantherigerus/17387748.jpg,452,val
12119905,False,True,Cubophis cantherigerus,CU,2007/Cubophis_cantherigerus/17387758.jpg,452,val
12119905,False,True,Cubophis cantherigerus,CU,2007/Cubophis_cantherigerus/17387740.jpg,452,val
12119905,False,True,Cubophis cantherigerus,CU,2007/Cubophis_cantherigerus/17387727.jpg,452,val
12119905,False,True,Cubophis cantherigerus,CU,2007/Cubophis_cantherigerus/17387753.jpg,452,val
7501373,False,False,Thamnophis butleri,unknown,2007/Thamnophis_butleri/9773316.jpg,1619,val
10846757,False,False,Macrelaps microlepidotus,ZA,2007/Macrelaps_microlepidotus/15210292.jpg,993,val
10846757,False,False,Macrelaps microlepidotus,ZA,2007/Macrelaps_microlepidotus/72273349.jpeg,993,val
10846757,False,False,Macrelaps microlepidotus,ZA,2007/Macrelaps_microlepidotus/72273247.jpeg,993,val
10846757,False,False,Macrelaps microlepidotus,ZA,2007/Macrelaps_microlepidotus/72273244.jpeg,993,val
323272,False,True,Thamnosophis lateralis,MG,2007/Thamnosophis_lateralis/402273.jpg,1649,val
323584,False,True,Liopholidophis rhadinaea,MG,2007/Liopholidophis_rhadinaea/402767.jpg,941,val
323584,False,True,Liopholidophis rhadinaea,MG,2007/Liopholidophis_rhadinaea/402769.jpg,941,val
324122,False,True,Ithycyphus perineti,MG,2007/Ithycyphus_perineti/403437.jpg,854,val
324122,False,True,Ithycyphus perineti,MG,2007/Ithycyphus_perineti/403438.jpg,854,val
525530,False,False,Vipera ammodytes,HR,2007/Vipera_ammodytes/669252.JPG,1734,val
1440609,False,False,Coronella austriaca,RS,2007/Coronella_austriaca/1783177.jpg,387,val
92850126,False,True,Pliocercus elapoides,SV,2007/Pliocercus_elapoides/153799644.jpg,1310,val
64108040,False,False,Natrix natrix,AT,2007/Natrix_natrix/103009053.jpg,1137,val
36777089,False,False,Oligodon octolineatus,MY,2007/Oligodon_octolineatus/58189470.jpg,1175,val
299413,False,True,Crotalus morulus,MX,2007/Crotalus_morulus/370963.jpg,421,val
9856071,False,False,Hebius vibakari,JP,2007/Hebius_vibakari/13500260.jpg,772,val
39320231,False,False,Natrix tessellata,AZ,2007/Natrix_tessellata/62365371.jpeg,1138,val
39322771,False,False,Natrix tessellata,AZ,2007/Natrix_tessellata/62369247.jpeg,1138,val
872699,False,True,Rhadinaea gaigeae,MX,2007/Rhadinaea_gaigeae/1108102.jpg,1459,val
160889,False,True,Pituophis ruthveni,US,2007/Pituophis_ruthveni/217897.jpg,1296,val
6972769,False,False,Coniophanes schmidti,MX,2007/Coniophanes_schmidti/8920045.jpeg,370,val
6972769,False,False,Coniophanes schmidti,MX,2007/Coniophanes_schmidti/8920048.jpeg,370,val
6972769,False,False,Coniophanes schmidti,MX,2007/Coniophanes_schmidti/8920046.jpeg,370,val
6972769,False,False,Coniophanes schmidti,MX,2007/Coniophanes_schmidti/8920050.jpeg,370,val
6972769,False,False,Coniophanes schmidti,MX,2007/Coniophanes_schmidti/8920052.jpeg,370,val
32280789,False,False,Bitis caudalis,AO,2007/Bitis_caudalis/50936791.jpeg,157,val
32280789,False,False,Bitis caudalis,AO,2007/Bitis_caudalis/50936823.jpeg,157,val
42453794,False,False,Leptophis ahaetulla,EC,2007/Leptophis_ahaetulla/67408425.jpg,912,val
71244601,False,True,Salvadora mexicana,MX,2007/Salvadora_mexicana/115959222.jpeg,1491,val
71244601,False,True,Salvadora mexicana,MX,2007/Salvadora_mexicana/115959233.jpeg,1491,val
2484693,False,False,Gloydius ussuriensis,KR,2007/Gloydius_ussuriensis/2784802.jpg,743,val
2484693,False,False,Gloydius ussuriensis,KR,2007/Gloydius_ussuriensis/2784803.jpg,743,val
2484693,False,False,Gloydius ussuriensis,KR,2007/Gloydius_ussuriensis/2784804.jpg,743,val
2484693,False,False,Gloydius ussuriensis,KR,2007/Gloydius_ussuriensis/2784805.jpg,743,val
2484693,False,False,Gloydius ussuriensis,KR,2007/Gloydius_ussuriensis/2784806.jpg,743,val
2484693,False,False,Gloydius ussuriensis,KR,2007/Gloydius_ussuriensis/2784807.jpg,743,val
2484693,False,False,Gloydius ussuriensis,KR,2007/Gloydius_ussuriensis/2784808.jpg,743,val
2484693,False,False,Gloydius ussuriensis,KR,2007/Gloydius_ussuriensis/2784809.jpg,743,val
2484693,False,False,Gloydius ussuriensis,KR,2007/Gloydius_ussuriensis/2784810.jpg,743,val
2484693,False,False,Gloydius ussuriensis,KR,2007/Gloydius_ussuriensis/2784811.jpg,743,val
2484693,False,False,Gloydius ussuriensis,KR,2007/Gloydius_ussuriensis/2784812.jpg,743,val
2484693,False,False,Gloydius ussuriensis,KR,2007/Gloydius_ussuriensis/2784813.jpg,743,val
2484693,False,False,Gloydius ussuriensis,KR,2007/Gloydius_ussuriensis/2784814.jpg,743,val
88354706,False,False,Trimeresurus vogeli,TH,2007/Trimeresurus_vogeli/145766047.jpeg,1688,val
88354710,False,False,Bungarus candidus,TH,2007/Bungarus_candidus/145766076.jpeg,257,val
7487291,False,False,Erythrolamprus aesculapii,BR,2007/Erythrolamprus_aesculapii/9750486.jpg,657,val
7487291,False,False,Erythrolamprus aesculapii,BR,2007/Erythrolamprus_aesculapii/9750504.jpg,657,val
7487291,False,False,Erythrolamprus aesculapii,BR,2007/Erythrolamprus_aesculapii/9750506.jpg,657,val
36515072,False,True,Sonora aemula,MX,2007/Sonora_aemula/57731371.jpg,1531,val
92712028,False,False,Ninia sebae,SV,2007/Ninia_sebae/153548859.jpg,1156,val
2899816,False,False,Pseudelaphe phaescens,MX,2007/Pseudelaphe_phaescens/4198404.jpg,1378,val
29622982,False,False,Ptyas nigromarginata,IN,2007/Ptyas_nigromarginata/46241040.jpg,1416,val
46415207,False,False,Coronella austriaca,IT,2007/Coronella_austriaca/73616950.jpeg,387,val
395823,False,False,Masticophis bilineatus,MX,2007/Masticophis_bilineatus/495389.jpg,1012,val
395823,False,False,Masticophis bilineatus,MX,2007/Masticophis_bilineatus/495390.jpg,1012,val
1192616,False,False,Salvadora grahamiae,MX,2007/Salvadora_grahamiae/1506855.jpg,1486,val
103706192,False,False,Eunectes notaeus,BR,2007/Eunectes_notaeus/173630832.jpg,695,val
25127077,False,False,Bitis caudalis,ZA,2007/Bitis_caudalis/38890054.jpeg,157,val
2899577,False,False,Lampropeltis alterna,MX,2007/Lampropeltis_alterna/93255056.jpg,860,val
2899577,False,False,Lampropeltis alterna,MX,2007/Lampropeltis_alterna/93255284.jpg,860,val
2899577,False,False,Lampropeltis alterna,MX,2007/Lampropeltis_alterna/93255371.jpg,860,val
4428842,False,False,Hypsiglena jani,MX,2007/Hypsiglena_jani/5328408.jpeg,833,val
35897146,False,False,Chironius scurrulus,EC,2007/Chironius_scurrulus/56664906.jpeg,340,val
35897146,False,False,Chironius scurrulus,EC,2007/Chironius_scurrulus/56664911.jpeg,340,val
35897146,False,False,Chironius scurrulus,EC,2007/Chironius_scurrulus/56664919.jpeg,340,val
55878745,False,False,Oxyuranus microlepidotus,AU,2007/Oxyuranus_microlepidotus/89005976.jpg,1229,val
55878745,False,False,Oxyuranus microlepidotus,AU,2007/Oxyuranus_microlepidotus/89006768.jpg,1229,val
55878745,False,False,Oxyuranus microlepidotus,AU,2007/Oxyuranus_microlepidotus/89006769.jpg,1229,val
55878745,False,False,Oxyuranus microlepidotus,AU,2007/Oxyuranus_microlepidotus/89006770.jpg,1229,val
93078741,False,False,Cerrophidion godmani,SV,2007/Cerrophidion_godmani/154207473.jpg,307,val
9625898,False,True,Chilabothrus gracilis,DO,2007/Chilabothrus_gracilis/13139574.jpg,316,val
93330804,False,False,Imantodes gemmistratus,SV,2007/Imantodes_gemmistratus/154671488.jpg,844,val
9474300,False,True,Liopholidophis dolicocercus,MG,2007/Liopholidophis_dolicocercus/12892706.jpg,940,val
9474300,False,True,Liopholidophis dolicocercus,MG,2007/Liopholidophis_dolicocercus/12892710.jpg,940,val
9474300,False,True,Liopholidophis dolicocercus,MG,2007/Liopholidophis_dolicocercus/12892700.jpg,940,val
9474300,False,True,Liopholidophis dolicocercus,MG,2007/Liopholidophis_dolicocercus/12892729.jpg,940,val
9474437,False,True,Sanzinia madagascariensis,MG,2007/Sanzinia_madagascariensis/12893061.jpg,1492,val
